No,Size,Intensity,Animal_number,Picture_number,Age
2.0,2.195839,308.213339,875.0,1.0,22.0
3.0,2.695909,366.131234,875.0,1.0,22.0
4.0,2.373851,307.414473,875.0,1.0,22.0
5.0,2.199008,279.53653,875.0,1.0,22.0
6.0,2.195822,203.671857,875.0,1.0,22.0
7.0,2.467999,250.148859,875.0,1.0,22.0
8.0,2.150838,264.397006,875.0,1.0,22.0
9.0,2.187165,362.79047,875.0,1.0,22.0
10.0,2.374479,308.190813,875.0,1.0,22.0
11.0,2.727851,384.728747,875.0,1.0,22.0
12.0,2.505346,320.024333,875.0,1.0,22.0
13.0,2.396185,292.939683,875.0,1.0,22.0
14.0,2.568779,353.264183,875.0,1.0,22.0
15.0,2.586924,268.082429,875.0,1.0,22.0
16.0,2.454699,402.808317,875.0,1.0,22.0
17.0,2.112046,253.217975,875.0,1.0,22.0
18.0,2.181008,392.04535,875.0,1.0,22.0
19.0,2.139492,217.664468,875.0,1.0,22.0
20.0,2.278313,362.350971,875.0,1.0,22.0
21.0,2.476738,411.876023,875.0,1.0,22.0
22.0,2.409099,239.926855,875.0,1.0,22.0
23.0,2.737604,373.277599,875.0,1.0,22.0
24.0,2.726228,337.734125,875.0,1.0,22.0
25.0,2.70405,316.806448,875.0,1.0,22.0
26.0,2.727539,264.607265,875.0,1.0,22.0
27.0,2.403673,209.404635,875.0,1.0,22.0
28.0,2.687193,332.298923,875.0,1.0,22.0
29.0,2.273479,280.734958,875.0,1.0,22.0
30.0,2.51492,302.838981,875.0,1.0,22.0
31.0,2.264956,299.794223,875.0,1.0,22.0
32.0,2.686269,327.547934,875.0,1.0,22.0
33.0,2.351963,372.854279,875.0,1.0,22.0
34.0,2.401798,233.786876,875.0,1.0,22.0
35.0,2.352747,293.552859,875.0,1.0,22.0
36.0,2.692516,258.960573,875.0,1.0,22.0
1.0,2.100579,215.185001,875.0,2.0,22.0
2.0,2.319126,317.450305,875.0,2.0,22.0
3.0,2.154939,214.147139,875.0,2.0,22.0
4.0,2.751622,316.258316,875.0,2.0,22.0
5.0,2.735036,298.852464,875.0,2.0,22.0
6.0,2.327364,294.687242,875.0,2.0,22.0
7.0,2.572344,329.87898,875.0,2.0,22.0
8.0,2.567971,382.051006,875.0,2.0,22.0
9.0,2.210983,383.591474,875.0,2.0,22.0
10.0,2.572146,242.690115,875.0,2.0,22.0
11.0,2.21176,242.276772,875.0,2.0,22.0
12.0,2.120332,313.059682,875.0,2.0,22.0
13.0,2.496915,217.427877,875.0,2.0,22.0
14.0,2.18307,251.895564,875.0,2.0,22.0
15.0,2.402916,324.436359,875.0,2.0,22.0
16.0,2.546265,196.591969,875.0,2.0,22.0
17.0,2.446885,202.895855,875.0,2.0,22.0
18.0,2.331164,286.495946,875.0,2.0,22.0
19.0,2.205069,278.296226,875.0,2.0,22.0
20.0,2.22785,282.95365,875.0,2.0,22.0
21.0,2.459442,267.110109,875.0,2.0,22.0
22.0,2.180558,292.05511,875.0,2.0,22.0
23.0,2.534542,235.198029,875.0,2.0,22.0
24.0,2.52277,269.181064,875.0,2.0,22.0
25.0,2.270829,229.667063,875.0,2.0,22.0
26.0,2.506809,250.747526,875.0,2.0,22.0
27.0,2.685691,250.518125,875.0,2.0,22.0
28.0,2.15231,268.507885,875.0,2.0,22.0
29.0,2.239531,332.175271,875.0,2.0,22.0
30.0,2.117485,274.574597,875.0,2.0,22.0
31.0,2.749263,310.431644,875.0,2.0,22.0
32.0,2.584252,220.119658,875.0,2.0,22.0
33.0,2.356852,263.349199,875.0,2.0,22.0
34.0,2.697976,382.746712,875.0,2.0,22.0
35.0,2.62604,300.994302,875.0,2.0,22.0
36.0,2.516777,316.655244,875.0,2.0,22.0
37.0,2.741335,339.955224,875.0,2.0,22.0
38.0,2.105294,332.296888,875.0,2.0,22.0
39.0,2.414558,313.147298,875.0,2.0,22.0
40.0,2.262317,272.567518,875.0,2.0,22.0
41.0,2.139907,264.83968,875.0,2.0,22.0
42.0,2.175557,280.949767,875.0,2.0,22.0
43.0,2.107111,296.667177,875.0,2.0,22.0
44.0,2.347947,206.944819,875.0,2.0,22.0
45.0,2.336349,329.83431,875.0,2.0,22.0
46.0,2.66751,348.750217,875.0,2.0,22.0
47.0,2.785276,202.404305,875.0,2.0,22.0
48.0,2.228414,227.642525,875.0,2.0,22.0
49.0,2.122205,340.94104,875.0,2.0,22.0
1.0,2.292951,313.001163,875.0,3.0,22.0
2.0,2.360847,251.346393,875.0,3.0,22.0
3.0,2.119193,288.033523,875.0,3.0,22.0
4.0,2.283549,332.773339,875.0,3.0,22.0
5.0,2.697359,236.228098,875.0,3.0,22.0
6.0,2.501284,396.272448,875.0,3.0,22.0
7.0,2.294452,300.463161,875.0,3.0,22.0
8.0,2.118013,314.094764,875.0,3.0,22.0
9.0,2.645486,222.023448,875.0,3.0,22.0
10.0,2.649836,382.014247,875.0,3.0,22.0
11.0,2.264198,231.899291,875.0,3.0,22.0
12.0,2.493607,260.71513,875.0,3.0,22.0
13.0,2.553789,303.453733,875.0,3.0,22.0
14.0,2.50915,350.39396,875.0,3.0,22.0
15.0,2.44608,359.370099,875.0,3.0,22.0
16.0,2.268638,298.332612,875.0,3.0,22.0
17.0,2.455973,254.083043,875.0,3.0,22.0
18.0,2.190277,265.20722,875.0,3.0,22.0
19.0,2.191682,396.840075,875.0,3.0,22.0
20.0,2.448257,394.629492,875.0,3.0,22.0
21.0,2.319697,223.457526,875.0,3.0,22.0
22.0,2.560603,213.59047,875.0,3.0,22.0
23.0,2.772249,284.436161,875.0,3.0,22.0
24.0,2.751987,264.169126,875.0,3.0,22.0
25.0,2.44725,236.928143,875.0,3.0,22.0
26.0,2.265753,305.962443,875.0,3.0,22.0
27.0,2.795975,333.166463,875.0,3.0,22.0
28.0,2.645626,336.211869,875.0,3.0,22.0
29.0,2.496363,237.379504,875.0,3.0,22.0
30.0,2.651639,364.815653,875.0,3.0,22.0
31.0,2.237918,289.322652,875.0,3.0,22.0
32.0,2.286397,352.303437,875.0,3.0,22.0
33.0,2.341907,306.3484,875.0,3.0,22.0
34.0,2.638152,196.364378,875.0,3.0,22.0
35.0,2.727822,433.826022,875.0,3.0,22.0
36.0,2.100778,366.342469,875.0,3.0,22.0
37.0,2.175162,324.251896,875.0,3.0,22.0
38.0,2.592581,270.73138,875.0,3.0,22.0
39.0,2.287521,296.763944,875.0,3.0,22.0
40.0,2.444949,340.849504,875.0,3.0,22.0
41.0,2.397113,248.73832,875.0,3.0,22.0
42.0,2.225652,318.51056,875.0,3.0,22.0
43.0,2.363842,195.234576,875.0,3.0,22.0
44.0,2.130217,173.996741,875.0,3.0,22.0
45.0,2.689008,282.444109,875.0,3.0,22.0
1.0,2.724578,295.266715,875.0,4.0,22.0
2.0,2.636951,258.932544,875.0,4.0,22.0
3.0,2.745012,324.822781,875.0,4.0,22.0
4.0,2.788335,294.409645,875.0,4.0,22.0
5.0,2.335286,234.628984,875.0,4.0,22.0
6.0,2.513897,204.549817,875.0,4.0,22.0
7.0,2.321334,294.828656,875.0,4.0,22.0
8.0,2.791877,263.926833,875.0,4.0,22.0
9.0,2.380942,398.988562,875.0,4.0,22.0
10.0,2.413319,320.11935,875.0,4.0,22.0
11.0,2.406376,311.351704,875.0,4.0,22.0
12.0,2.788102,287.514707,875.0,4.0,22.0
13.0,2.793603,201.462061,875.0,4.0,22.0
14.0,2.278517,291.992893,875.0,4.0,22.0
15.0,2.351861,361.854985,875.0,4.0,22.0
16.0,2.742606,388.475449,875.0,4.0,22.0
17.0,2.560376,345.0672,875.0,4.0,22.0
18.0,2.620267,287.926395,875.0,4.0,22.0
19.0,2.527397,231.53064,875.0,4.0,22.0
20.0,2.411832,269.661054,875.0,4.0,22.0
21.0,2.794735,314.67543,875.0,4.0,22.0
22.0,2.372692,371.229584,875.0,4.0,22.0
23.0,2.155381,370.552214,875.0,4.0,22.0
24.0,2.190202,391.198636,875.0,4.0,22.0
25.0,2.241797,175.480352,875.0,4.0,22.0
26.0,2.302755,225.436445,875.0,4.0,22.0
27.0,2.459212,326.222476,875.0,4.0,22.0
28.0,2.697707,196.002287,875.0,4.0,22.0
29.0,2.184717,203.109648,875.0,4.0,22.0
30.0,2.745606,290.628748,875.0,4.0,22.0
31.0,2.12023,406.551672,875.0,4.0,22.0
32.0,2.656638,288.877362,875.0,4.0,22.0
33.0,2.121518,323.766095,875.0,4.0,22.0
34.0,2.570278,349.463183,875.0,4.0,22.0
35.0,2.516336,259.258038,875.0,4.0,22.0
36.0,2.271005,156.844002,875.0,4.0,22.0
37.0,2.163881,314.669961,875.0,4.0,22.0
38.0,2.156201,326.930572,875.0,4.0,22.0
39.0,2.239523,297.264033,875.0,4.0,22.0
40.0,2.555149,360.754672,875.0,4.0,22.0
41.0,2.409856,287.114159,875.0,4.0,22.0
1.0,2.220482,310.312228,875.0,5.0,22.0
2.0,2.16919,272.09463,875.0,5.0,22.0
3.0,2.741752,341.497647,875.0,5.0,22.0
4.0,2.118094,246.972231,875.0,5.0,22.0
5.0,2.328662,234.703248,875.0,5.0,22.0
6.0,2.624336,264.191512,875.0,5.0,22.0
7.0,2.657811,276.004056,875.0,5.0,22.0
8.0,2.545457,380.659198,875.0,5.0,22.0
9.0,2.250276,343.989707,875.0,5.0,22.0
10.0,2.210632,256.637903,875.0,5.0,22.0
11.0,2.224501,248.08329,875.0,5.0,22.0
12.0,2.426367,283.825702,875.0,5.0,22.0
13.0,2.238647,287.710406,875.0,5.0,22.0
14.0,2.773486,273.233003,875.0,5.0,22.0
15.0,2.743084,321.549997,875.0,5.0,22.0
16.0,2.328651,197.642767,875.0,5.0,22.0
17.0,2.478616,288.753551,875.0,5.0,22.0
18.0,2.732807,292.237267,875.0,5.0,22.0
19.0,2.121686,207.695318,875.0,5.0,22.0
20.0,2.570134,290.495717,875.0,5.0,22.0
21.0,2.679239,299.559529,875.0,5.0,22.0
22.0,2.602179,182.054597,875.0,5.0,22.0
23.0,2.611131,300.112967,875.0,5.0,22.0
24.0,2.195253,306.554938,875.0,5.0,22.0
25.0,2.506244,290.10313,875.0,5.0,22.0
26.0,2.218404,235.627178,875.0,5.0,22.0
27.0,2.491373,254.076528,875.0,5.0,22.0
28.0,2.300986,261.001563,875.0,5.0,22.0
29.0,2.506749,252.105361,875.0,5.0,22.0
30.0,2.659953,254.261685,875.0,5.0,22.0
31.0,2.266996,229.10212,875.0,5.0,22.0
32.0,2.698533,270.445725,875.0,5.0,22.0
33.0,2.566585,294.696035,875.0,5.0,22.0
34.0,2.268026,281.987039,875.0,5.0,22.0
35.0,2.322566,220.626467,875.0,5.0,22.0
36.0,2.284092,316.922837,875.0,5.0,22.0
37.0,2.12682,370.155317,875.0,5.0,22.0
38.0,2.657986,288.173497,875.0,5.0,22.0
39.0,2.187649,326.361009,875.0,5.0,22.0
40.0,2.229355,394.577751,875.0,5.0,22.0
41.0,2.682988,365.280542,875.0,5.0,22.0
42.0,2.606259,339.404784,875.0,5.0,22.0
43.0,2.469027,310.222878,875.0,5.0,22.0
44.0,2.220181,345.651223,875.0,5.0,22.0
45.0,2.630549,313.637529,875.0,5.0,22.0
46.0,2.795924,311.11734,875.0,5.0,22.0
47.0,2.67503,292.175902,875.0,5.0,22.0
48.0,2.542512,216.783288,875.0,5.0,22.0
49.0,2.646562,202.140056,875.0,5.0,22.0
1.0,2.368708,227.097386,1043.0,1.0,20.0
2.0,2.320697,267.498737,1043.0,1.0,20.0
3.0,2.659273,300.095365,1043.0,1.0,20.0
4.0,2.272985,351.288886,1043.0,1.0,20.0
5.0,2.424414,259.224015,1043.0,1.0,20.0
6.0,2.480898,232.816177,1043.0,1.0,20.0
7.0,2.834477,312.025495,1043.0,1.0,20.0
8.0,2.797869,317.081626,1043.0,1.0,20.0
9.0,2.399664,336.7008,1043.0,1.0,20.0
10.0,2.247277,388.757401,1043.0,1.0,20.0
11.0,2.25701,200.084282,1043.0,1.0,20.0
12.0,2.45183,344.170429,1043.0,1.0,20.0
13.0,2.2778,284.532395,1043.0,1.0,20.0
14.0,2.766221,330.223769,1043.0,1.0,20.0
15.0,2.335093,270.353988,1043.0,1.0,20.0
16.0,2.340643,328.6526,1043.0,1.0,20.0
17.0,2.576249,262.575541,1043.0,1.0,20.0
18.0,2.23311,339.967309,1043.0,1.0,20.0
19.0,2.395579,284.156331,1043.0,1.0,20.0
20.0,2.785439,299.622139,1043.0,1.0,20.0
21.0,2.255742,290.342576,1043.0,1.0,20.0
22.0,2.53799,244.755886,1043.0,1.0,20.0
23.0,2.765941,185.605797,1043.0,1.0,20.0
24.0,2.544524,195.174347,1043.0,1.0,20.0
25.0,2.734546,217.531976,1043.0,1.0,20.0
26.0,2.82509,380.338877,1043.0,1.0,20.0
27.0,2.509655,399.416655,1043.0,1.0,20.0
28.0,2.893996,324.752781,1043.0,1.0,20.0
29.0,2.217826,320.621588,1043.0,1.0,20.0
30.0,2.812538,377.764404,1043.0,1.0,20.0
31.0,2.697988,295.238552,1043.0,1.0,20.0
32.0,2.484855,274.616937,1043.0,1.0,20.0
33.0,2.227887,242.653759,1043.0,1.0,20.0
34.0,2.618289,373.804406,1043.0,1.0,20.0
35.0,2.75618,164.876354,1043.0,1.0,20.0
36.0,2.382087,243.283171,1043.0,1.0,20.0
37.0,2.240746,389.842769,1043.0,1.0,20.0
38.0,2.36236,193.394376,1043.0,1.0,20.0
39.0,2.253563,347.610257,1043.0,1.0,20.0
40.0,2.652641,386.130502,1043.0,1.0,20.0
1.0,2.507406,247.224792,1043.0,2.0,20.0
2.0,2.280262,265.312104,1043.0,2.0,20.0
3.0,2.832625,321.36984,1043.0,2.0,20.0
4.0,2.482589,365.740254,1043.0,2.0,20.0
5.0,2.286924,316.389563,1043.0,2.0,20.0
6.0,2.681452,218.387566,1043.0,2.0,20.0
7.0,2.688011,270.509454,1043.0,2.0,20.0
8.0,2.310177,337.403093,1043.0,2.0,20.0
9.0,2.851022,473.868012,1043.0,2.0,20.0
10.0,2.816958,262.831227,1043.0,2.0,20.0
11.0,2.74562,302.277822,1043.0,2.0,20.0
12.0,2.690064,234.333617,1043.0,2.0,20.0
13.0,2.283144,289.485942,1043.0,2.0,20.0
14.0,2.243496,247.651676,1043.0,2.0,20.0
15.0,2.616859,406.152646,1043.0,2.0,20.0
16.0,2.285586,301.629562,1043.0,2.0,20.0
17.0,2.216903,298.166739,1043.0,2.0,20.0
18.0,2.601578,298.721193,1043.0,2.0,20.0
19.0,2.732898,297.431751,1043.0,2.0,20.0
20.0,2.265797,312.873903,1043.0,2.0,20.0
21.0,2.640537,350.256667,1043.0,2.0,20.0
22.0,2.637483,267.321829,1043.0,2.0,20.0
23.0,2.571585,328.502943,1043.0,2.0,20.0
24.0,2.837495,323.453804,1043.0,2.0,20.0
25.0,2.837884,316.838535,1043.0,2.0,20.0
26.0,2.424569,242.582629,1043.0,2.0,20.0
27.0,2.424111,297.352643,1043.0,2.0,20.0
28.0,2.533512,203.076369,1043.0,2.0,20.0
29.0,2.487952,247.682892,1043.0,2.0,20.0
30.0,2.876286,316.286428,1043.0,2.0,20.0
31.0,2.644695,266.869878,1043.0,2.0,20.0
32.0,2.676523,237.944644,1043.0,2.0,20.0
33.0,2.332057,373.054915,1043.0,2.0,20.0
34.0,2.372511,229.702456,1043.0,2.0,20.0
35.0,2.656466,301.874421,1043.0,2.0,20.0
36.0,2.200282,282.840125,1043.0,2.0,20.0
37.0,2.752938,240.535658,1043.0,2.0,20.0
38.0,2.271929,314.922361,1043.0,2.0,20.0
39.0,2.837469,270.809155,1043.0,2.0,20.0
1.0,2.620246,298.063642,912.0,6.0,23.0
2.0,2.578369,301.587264,912.0,6.0,23.0
3.0,2.383069,361.862418,912.0,6.0,23.0
4.0,2.216727,306.974045,912.0,6.0,23.0
5.0,2.042186,250.076543,912.0,6.0,23.0
6.0,2.642483,316.520634,912.0,6.0,23.0
7.0,2.616193,308.416622,912.0,6.0,23.0
8.0,2.339359,245.688746,912.0,6.0,23.0
9.0,2.144071,267.281365,912.0,6.0,23.0
10.0,2.397268,331.34658,912.0,6.0,23.0
11.0,2.044221,426.023956,912.0,6.0,23.0
12.0,2.507591,298.285077,912.0,6.0,23.0
13.0,2.681322,251.651911,912.0,6.0,23.0
14.0,2.672861,234.663658,912.0,6.0,23.0
15.0,2.278111,346.360022,912.0,6.0,23.0
16.0,2.086878,237.973107,912.0,6.0,23.0
17.0,2.699062,348.70827,912.0,6.0,23.0
18.0,2.66331,271.070674,912.0,6.0,23.0
19.0,2.090551,276.802398,912.0,6.0,23.0
20.0,2.463645,250.221428,912.0,6.0,23.0
21.0,2.298112,246.514558,912.0,6.0,23.0
22.0,2.1093,388.979699,912.0,6.0,23.0
23.0,2.588591,232.055098,912.0,6.0,23.0
24.0,2.137411,349.046113,912.0,6.0,23.0
25.0,2.687209,343.458581,912.0,6.0,23.0
26.0,2.28059,294.424283,912.0,6.0,23.0
27.0,2.103023,291.573873,912.0,6.0,23.0
28.0,2.099558,262.880171,912.0,6.0,23.0
29.0,2.574361,245.100969,912.0,6.0,23.0
30.0,2.283853,227.806657,912.0,6.0,23.0
31.0,2.677924,305.085567,912.0,6.0,23.0
32.0,2.561196,258.784002,912.0,6.0,23.0
33.0,2.139097,257.876105,912.0,6.0,23.0
34.0,2.515185,275.792408,912.0,6.0,23.0
35.0,2.666478,302.081567,912.0,6.0,23.0
36.0,2.349639,200.345502,912.0,6.0,23.0
37.0,2.384134,274.966795,912.0,6.0,23.0
38.0,2.698111,188.361593,912.0,6.0,23.0
1.0,2.40298,325.461543,1043.0,3.0,20.0
2.0,2.341581,308.283443,1043.0,3.0,20.0
3.0,2.316025,365.993545,1043.0,3.0,20.0
4.0,2.640514,197.212875,1043.0,3.0,20.0
5.0,2.489681,278.754846,1043.0,3.0,20.0
6.0,2.752673,180.683858,1043.0,3.0,20.0
7.0,2.777844,382.953173,1043.0,3.0,20.0
8.0,2.862215,297.279806,1043.0,3.0,20.0
9.0,2.840922,135.394217,1043.0,3.0,20.0
10.0,2.758749,305.164528,1043.0,3.0,20.0
11.0,2.477881,215.59546,1043.0,3.0,20.0
12.0,2.463587,270.137057,1043.0,3.0,20.0
13.0,2.843493,159.758897,1043.0,3.0,20.0
14.0,2.622546,324.245573,1043.0,3.0,20.0
15.0,2.306342,263.482257,1043.0,3.0,20.0
16.0,2.556839,364.078441,1043.0,3.0,20.0
17.0,2.544063,254.465061,1043.0,3.0,20.0
18.0,2.21236,313.944263,1043.0,3.0,20.0
19.0,2.612207,280.693479,1043.0,3.0,20.0
20.0,2.674632,258.517068,1043.0,3.0,20.0
21.0,2.474088,377.557071,1043.0,3.0,20.0
22.0,2.326217,355.892706,1043.0,3.0,20.0
23.0,2.759963,251.92399,1043.0,3.0,20.0
24.0,2.49356,323.429333,1043.0,3.0,20.0
25.0,2.545554,263.897176,1043.0,3.0,20.0
26.0,2.65742,228.935146,1043.0,3.0,20.0
27.0,2.741045,240.989688,1043.0,3.0,20.0
28.0,2.401871,126.728423,1043.0,3.0,20.0
29.0,2.795205,306.068432,1043.0,3.0,20.0
30.0,2.327363,314.732842,1043.0,3.0,20.0
31.0,2.274657,360.779291,1043.0,3.0,20.0
32.0,2.789697,313.117532,1043.0,3.0,20.0
33.0,2.572388,252.132232,1043.0,3.0,20.0
34.0,2.705219,243.17699,1043.0,3.0,20.0
35.0,2.516332,178.98275,1043.0,3.0,20.0
1.0,2.240612,287.191977,1043.0,4.0,20.0
2.0,2.523914,285.107444,1043.0,4.0,20.0
3.0,2.675423,297.240325,1043.0,4.0,20.0
4.0,2.841275,306.178567,1043.0,4.0,20.0
5.0,2.265398,206.451957,1043.0,4.0,20.0
6.0,2.564899,284.315229,1043.0,4.0,20.0
7.0,2.714443,210.69995,1043.0,4.0,20.0
8.0,2.545964,375.774924,1043.0,4.0,20.0
9.0,2.238293,175.042873,1043.0,4.0,20.0
10.0,2.577164,342.733971,1043.0,4.0,20.0
11.0,2.347513,349.641997,1043.0,4.0,20.0
12.0,2.626777,237.846641,1043.0,4.0,20.0
13.0,2.802009,371.699892,1043.0,4.0,20.0
14.0,2.310633,349.575011,1043.0,4.0,20.0
15.0,2.375481,280.122566,1043.0,4.0,20.0
16.0,2.27943,295.255988,1043.0,4.0,20.0
17.0,2.501047,143.664432,1043.0,4.0,20.0
18.0,2.506944,285.259672,1043.0,4.0,20.0
19.0,2.677055,309.301108,1043.0,4.0,20.0
20.0,2.740753,259.648895,1043.0,4.0,20.0
21.0,2.501878,320.551257,1043.0,4.0,20.0
22.0,2.223279,208.202213,1043.0,4.0,20.0
23.0,2.378225,403.117938,1043.0,4.0,20.0
24.0,2.534712,231.896008,1043.0,4.0,20.0
25.0,2.705315,328.981981,1043.0,4.0,20.0
26.0,2.324047,234.761056,1043.0,4.0,20.0
27.0,2.509933,287.200432,1043.0,4.0,20.0
28.0,2.697719,367.669455,1043.0,4.0,20.0
29.0,2.434764,338.312651,1043.0,4.0,20.0
30.0,2.28378,292.508984,1043.0,4.0,20.0
31.0,2.869656,264.261384,1043.0,4.0,20.0
32.0,2.795119,269.726047,1043.0,4.0,20.0
33.0,2.319466,350.499332,1043.0,4.0,20.0
34.0,2.786271,197.957244,1043.0,4.0,20.0
35.0,2.813726,389.038363,1043.0,4.0,20.0
36.0,2.552194,262.150335,1043.0,4.0,20.0
1.0,2.505785,283.52156,1043.0,5.0,20.0
2.0,2.583491,287.505651,1043.0,5.0,20.0
3.0,2.708868,383.315412,1043.0,5.0,20.0
4.0,2.367636,228.238235,1043.0,5.0,20.0
5.0,2.247367,281.673439,1043.0,5.0,20.0
6.0,2.821956,317.639087,1043.0,5.0,20.0
7.0,2.625472,214.564164,1043.0,5.0,20.0
8.0,2.683471,241.928567,1043.0,5.0,20.0
9.0,2.771127,335.862702,1043.0,5.0,20.0
10.0,2.67003,451.041589,1043.0,5.0,20.0
11.0,2.74967,300.824175,1043.0,5.0,20.0
12.0,2.444078,285.756891,1043.0,5.0,20.0
13.0,2.815889,266.642733,1043.0,5.0,20.0
14.0,2.551486,309.616264,1043.0,5.0,20.0
15.0,2.88992,295.472618,1043.0,5.0,20.0
16.0,2.853182,364.576235,1043.0,5.0,20.0
17.0,2.336293,181.110431,1043.0,5.0,20.0
18.0,2.831853,267.827474,1043.0,5.0,20.0
19.0,2.323251,69.236128,1043.0,5.0,20.0
20.0,2.463958,369.800117,1043.0,5.0,20.0
21.0,2.488498,275.467291,1043.0,5.0,20.0
22.0,2.50206,370.258593,1043.0,5.0,20.0
23.0,2.627413,305.356825,1043.0,5.0,20.0
24.0,2.253332,229.35921,1043.0,5.0,20.0
25.0,2.420231,288.424328,1043.0,5.0,20.0
26.0,2.501,224.86984,1043.0,5.0,20.0
27.0,2.337257,313.72925,1043.0,5.0,20.0
28.0,2.815772,252.683107,1043.0,5.0,20.0
29.0,2.458925,364.302888,1043.0,5.0,20.0
30.0,2.527775,310.339619,1043.0,5.0,20.0
31.0,2.433723,353.070788,1043.0,5.0,20.0
32.0,2.671335,269.137662,1043.0,5.0,20.0
33.0,2.691843,367.459133,1043.0,5.0,20.0
34.0,2.529825,234.914554,1043.0,5.0,20.0
35.0,2.284012,334.906295,1043.0,5.0,20.0
36.0,2.348058,310.830637,1043.0,5.0,20.0
37.0,2.341423,297.672065,1043.0,5.0,20.0
38.0,2.725321,293.610281,1043.0,5.0,20.0
39.0,2.25136,323.565121,1043.0,5.0,20.0
40.0,2.689412,219.711307,1043.0,5.0,20.0
1.0,2.368689,186.030702,1043.0,6.0,20.0
2.0,2.350637,292.902985,1043.0,6.0,20.0
3.0,2.72461,313.821255,1043.0,6.0,20.0
4.0,2.888591,414.499531,1043.0,6.0,20.0
5.0,2.342428,366.786893,1043.0,6.0,20.0
6.0,2.610444,284.849154,1043.0,6.0,20.0
7.0,2.835366,205.807335,1043.0,6.0,20.0
8.0,2.701871,347.075648,1043.0,6.0,20.0
9.0,2.323915,347.911063,1043.0,6.0,20.0
10.0,2.555178,230.327468,1043.0,6.0,20.0
11.0,2.817376,209.399977,1043.0,6.0,20.0
12.0,2.858942,275.462604,1043.0,6.0,20.0
13.0,2.745353,286.465637,1043.0,6.0,20.0
14.0,2.543237,278.4346,1043.0,6.0,20.0
15.0,2.571057,254.481065,1043.0,6.0,20.0
16.0,2.371265,376.458512,1043.0,6.0,20.0
17.0,2.683984,263.236965,1043.0,6.0,20.0
18.0,2.508069,292.113949,1043.0,6.0,20.0
19.0,2.746443,240.716276,1043.0,6.0,20.0
20.0,2.561654,265.529511,1043.0,6.0,20.0
21.0,2.396154,200.199409,1043.0,6.0,20.0
22.0,2.293115,305.949951,1043.0,6.0,20.0
23.0,2.384766,255.636342,1043.0,6.0,20.0
24.0,2.509561,312.317273,1043.0,6.0,20.0
25.0,2.341208,320.844307,1043.0,6.0,20.0
26.0,2.259662,411.125178,1043.0,6.0,20.0
27.0,2.332329,410.918104,1043.0,6.0,20.0
28.0,2.514226,289.932299,1043.0,6.0,20.0
29.0,2.632165,350.099408,1043.0,6.0,20.0
30.0,2.560735,345.503012,1043.0,6.0,20.0
31.0,2.259854,221.106985,1043.0,6.0,20.0
32.0,2.844016,233.879636,1043.0,6.0,20.0
33.0,2.576451,328.645531,1043.0,6.0,20.0
34.0,2.631236,390.555308,1043.0,6.0,20.0
35.0,2.351369,266.927117,1043.0,6.0,20.0
36.0,2.626324,319.076404,1043.0,6.0,20.0
37.0,2.475003,332.069462,1043.0,6.0,20.0
38.0,2.295797,365.536847,1043.0,6.0,20.0
39.0,2.514374,369.147663,1043.0,6.0,20.0
40.0,2.753044,330.145153,1043.0,6.0,20.0
41.0,2.481541,288.620122,1043.0,6.0,20.0
42.0,2.830893,336.014259,1043.0,6.0,20.0
1.0,2.671715,205.358479,1086.0,1.0,19.0
2.0,2.6667,278.353113,1086.0,1.0,19.0
3.0,2.668496,208.61776,1086.0,1.0,19.0
4.0,2.475077,223.372856,1086.0,1.0,19.0
5.0,3.081681,266.962679,1086.0,1.0,19.0
6.0,2.475543,128.599017,1086.0,1.0,19.0
7.0,2.654343,319.209822,1086.0,1.0,19.0
8.0,2.487568,257.91213,1086.0,1.0,19.0
9.0,3.031516,251.922673,1086.0,1.0,19.0
10.0,2.524207,234.557481,1086.0,1.0,19.0
11.0,2.861046,251.006062,1086.0,1.0,19.0
12.0,2.631879,280.588642,1086.0,1.0,19.0
13.0,2.66816,319.277616,1086.0,1.0,19.0
14.0,2.752764,311.617399,1086.0,1.0,19.0
15.0,2.822236,243.080762,1086.0,1.0,19.0
16.0,2.902372,262.716852,1086.0,1.0,19.0
17.0,2.559563,269.25806,1086.0,1.0,19.0
18.0,2.957929,266.287387,1086.0,1.0,19.0
19.0,2.506519,235.626712,1086.0,1.0,19.0
20.0,2.902929,289.031046,1086.0,1.0,19.0
21.0,2.71279,213.549157,1086.0,1.0,19.0
22.0,2.477966,258.165796,1086.0,1.0,19.0
23.0,2.478304,328.856361,1086.0,1.0,19.0
24.0,2.563748,276.296742,1086.0,1.0,19.0
25.0,2.825995,261.258323,1086.0,1.0,19.0
26.0,2.634252,345.972447,1086.0,1.0,19.0
27.0,2.854624,273.756259,1086.0,1.0,19.0
28.0,2.550648,252.941694,1086.0,1.0,19.0
29.0,3.07835,370.284954,1086.0,1.0,19.0
30.0,2.813065,313.17652,1086.0,1.0,19.0
31.0,2.49711,400.868318,1086.0,1.0,19.0
32.0,2.672238,267.245513,1086.0,1.0,19.0
33.0,3.096507,222.15582,1086.0,1.0,19.0
34.0,2.400289,240.412312,1086.0,1.0,19.0
35.0,2.918842,316.670428,1086.0,1.0,19.0
36.0,2.648816,245.843907,1086.0,1.0,19.0
37.0,3.01563,277.629871,1086.0,1.0,19.0
38.0,2.436258,309.70491,1086.0,1.0,19.0
